Serial,Company ,Date,Change,NetProfit,NetCapital
13,Company.36,31-Aug-06,1.00990099,9.900990099,1009.90099
14,Company.36,28-Feb-07,1.068627451,68.62745098,1068.627451
15,Company.36,31-Aug-07,1.04587156,45.87155963,1045.87156
15,Company.36,29-Feb-08,0.98245614,-17.54385965,982.4561404
17,Company.36,31-Aug-08,1.017857143,17.85714286,1017.857143
18,Company.36,28-Feb-09,0.964912281,-35.0877193,964.9122807
19,Company.36,31-Aug-09,0.990909091,-9.090909091,990.9090909
20,Company.36,28-Feb-10,1.082568807,82.56880734,1082.568807
21,Company.36,31-Aug-10,1.042372881,42.37288136,1042.372881
22,Company.36,28-Feb-11,1.048780488,48.7804878,1048.780488
23,Company.36,31-Aug-11,1.03875969,38.75968992,1038.75969
24,Company.36,29-Feb-12,1,0,1000
25,Company.36,31-Aug-12,1.007462687,7.462686567,1007.462687
26,Company.36,28-Feb-13,1,0,1000
27,Company.36,31-Aug-13,1.044444444,44.44444444,1044.444444
28,Company.36,28-Feb-14,1.042553191,42.55319149,1042.553191
29,Company.36,31-Aug-14,1.054421769,54.42176871,1054.421769
30,Company.36,28-Feb-15,1.064516129,64.51612903,1064.516129
31,Company.36,31-Aug-15,1.012121212,12.12121212,1012.121212
32,Company.36,29-Feb-16,1.023952096,23.95209581,1023.952096
33,Company.36,31-Aug-16,1.029239766,29.23976608,1029.239766
34,Company.36,28-Feb-17,1.028409091,28.40909091,1028.409091
35,Company.36,31-Aug-17,1.011049724,11.04972376,1011.049724
36,Company.36,28-Feb-18,1.027322404,27.32240437,1027.322404
37,Company.36,31-Aug-18,1.005319149,5.319148936,1005.319149
38,Company.36,28-Feb-19,0.989417989,-10.58201058,989.4179894
39,Company.36,31-Aug-19,1,0,1000
40,Company.36,29-Feb-20,1,0,1000
41,Company.36,31-Aug-20,0.957219251,-42.78074866,957.2192513
42,Company.36,28-Feb-21,0.955307263,-44.69273743,955.3072626
43,Company.36,31-Aug-21,1.035087719,35.0877193,1035.087719
,,,,,
1,Company.37,31-Aug-00,NA,NA,NA
2,Company.37,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.37,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.37,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.37,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.37,28-Feb-03,1,0,1000
7,Company.37,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.37,29-Feb-04,1.063291139,63.29113924,1063.291139
9,Company.37,31-Aug-04,1.071428571,71.42857143,1071.428571
10,Company.37,28-Feb-05,1.055555556,55.55555556,1055.555556
11,Company.37,31-Aug-05,1.073684211,73.68421053,1073.684211
12,Company.37,28-Feb-06,0.990196078,-9.803921569,990.1960784
13,Company.37,31-Aug-06,1.00990099,9.900990099,1009.90099
14,Company.37,28-Feb-07,1.068627451,68.62745098,1068.627451
15,Company.37,31-Aug-07,1.04587156,45.87155963,1045.87156
15,Company.37,29-Feb-08,0.98245614,-17.54385965,982.4561404
17,Company.37,31-Aug-08,1.017857143,17.85714286,1017.857143
18,Company.37,28-Feb-09,0.964912281,-35.0877193,964.9122807
19,Company.37,31-Aug-09,0.990909091,-9.090909091,990.9090909
20,Company.37,28-Feb-10,1.082568807,82.56880734,1082.568807
21,Company.37,31-Aug-10,1.042372881,42.37288136,1042.372881
22,Company.37,28-Feb-11,1.048780488,48.7804878,1048.780488
23,Company.37,31-Aug-11,1.03875969,38.75968992,1038.75969
24,Company.37,29-Feb-12,1,0,1000
25,Company.37,31-Aug-12,1.007462687,7.462686567,1007.462687
26,Company.37,28-Feb-13,1,0,1000
27,Company.37,31-Aug-13,1.044444444,44.44444444,1044.444444
28,Company.37,28-Feb-14,1.042553191,42.55319149,1042.553191
29,Company.37,31-Aug-14,1.054421769,54.42176871,1054.421769
30,Company.37,28-Feb-15,1.064516129,64.51612903,1064.516129
31,Company.37,31-Aug-15,1.012121212,12.12121212,1012.121212
32,Company.37,29-Feb-16,1.023952096,23.95209581,1023.952096
33,Company.37,31-Aug-16,1.029239766,29.23976608,1029.239766
34,Company.37,28-Feb-17,1.028409091,28.40909091,1028.409091
35,Company.37,31-Aug-17,1.011049724,11.04972376,1011.049724
36,Company.37,28-Feb-18,1.027322404,27.32240437,1027.322404
37,Company.37,31-Aug-18,1.005319149,5.319148936,1005.319149
38,Company.37,28-Feb-19,0.989417989,-10.58201058,989.4179894
39,Company.37,31-Aug-19,1,0,1000
40,Company.37,29-Feb-20,1,0,1000
41,Company.37,31-Aug-20,0.957219251,-42.78074866,957.2192513
42,Company.37,28-Feb-21,0.955307263,-44.69273743,955.3072626
43,Company.37,31-Aug-21,1.035087719,35.0877193,1035.087719
,,,,,
1,Company.38,31-Aug-00,NA,NA,NA
2,Company.38,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.38,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.38,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.38,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.38,28-Feb-03,1,0,1000
7,Company.38,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.38,29-Feb-04,1.063291139,63.29113924,1063.291139
9,Company.38,31-Aug-04,1.071428571,71.42857143,1071.428571
10,Company.38,28-Feb-05,1.055555556,55.55555556,1055.555556
11,Company.38,31-Aug-05,1.073684211,73.68421053,1073.684211
12,Company.38,28-Feb-06,0.990196078,-9.803921569,990.1960784
13,Company.38,31-Aug-06,1.00990099,9.900990099,1009.90099
14,Company.38,28-Feb-07,1.068627451,68.62745098,1068.627451
15,Company.38,31-Aug-07,1.04587156,45.87155963,1045.87156
15,Company.38,29-Feb-08,0.98245614,-17.54385965,982.4561404
17,Company.38,31-Aug-08,1.017857143,17.85714286,1017.857143
18,Company.38,28-Feb-09,0.964912281,-35.0877193,964.9122807
19,Company.38,31-Aug-09,0.990909091,-9.090909091,990.9090909
20,Company.38,28-Feb-10,1.082568807,82.56880734,1082.568807
21,Company.38,31-Aug-10,1.042372881,42.37288136,1042.372881
22,Company.38,28-Feb-11,1.048780488,48.7804878,1048.780488
23,Company.38,31-Aug-11,1.03875969,38.75968992,1038.75969
24,Company.38,29-Feb-12,1,0,1000
25,Company.38,31-Aug-12,1.007462687,7.462686567,1007.462687
26,Company.38,28-Feb-13,1,0,1000
27,Company.38,31-Aug-13,1.044444444,44.44444444,1044.444444
28,Company.38,28-Feb-14,1.042553191,42.55319149,1042.553191
29,Company.38,31-Aug-14,1.054421769,54.42176871,1054.421769
30,Company.38,28-Feb-15,1.064516129,64.51612903,1064.516129
31,Company.38,31-Aug-15,1.012121212,12.12121212,1012.121212
32,Company.38,29-Feb-16,1.023952096,23.95209581,1023.952096
33,Company.38,31-Aug-16,1.029239766,29.23976608,1029.239766
34,Company.38,28-Feb-17,1.028409091,28.40909091,1028.409091
35,Company.38,31-Aug-17,1.011049724,11.04972376,1011.049724
36,Company.38,28-Feb-18,1.027322404,27.32240437,1027.322404
37,Company.38,31-Aug-18,1.005319149,5.319148936,1005.319149
38,Company.38,28-Feb-19,0.989417989,-10.58201058,989.4179894
39,Company.38,31-Aug-19,1,0,1000
40,Company.38,29-Feb-20,1,0,1000
41,Company.38,31-Aug-20,0.957219251,-42.78074866,957.2192513
42,Company.38,28-Feb-21,0.955307263,-44.69273743,955.3072626
43,Company.38,31-Aug-21,1.035087719,35.0877193,1035.087719
,,,,,
1,Company.39,31-Aug-00,NA,NA,NA
2,Company.39,28-Feb-01,0.763157895,-236.8421053,763.1578947
3,Company.39,31-Aug-01,1.034482759,34.48275862,1034.482759
4,Company.39,28-Feb-02,1.9,900,1900
5,Company.39,31-Aug-02,1.035087719,35.0877193,1035.087719
6,Company.39,28-Feb-03,0.355932203,-644.0677966,355.9322034
7,Company.39,31-Aug-03,1.19047619,190.4761905,1190.47619
8,Company.39,29-Feb-04,2.92,1920,2920
9,Company.39,31-Aug-04,0.493150685,-506.8493151,493.1506849
10,Company.39,28-Feb-05,0.944444444,-55.55555556,944.4444444
11,Company.39,31-Aug-05,1.617647059,617.6470588,1617.647059
12,Company.39,28-Feb-06,1.054545455,54.54545455,1054.545455
13,Company.39,31-Aug-06,1.310344828,310.3448276,1310.344828
14,Company.39,28-Feb-07,0.934210526,-65.78947368,934.2105263
15,Company.39,31-Aug-07,0.887323944,-112.6760563,887.3239437
15,Company.39,29-Feb-08,1.079365079,79.36507937,1079.365079
17,Company.39,31-Aug-08,0.970588235,-29.41176471,970.5882353
18,Company.39,28-Feb-09,0.863636364,-136.3636364,863.6363636
19,Company.39,31-Aug-09,1.052631579,52.63157895,1052.631579
20,Company.39,28-Feb-10,1.1,100,1100
21,Company.39,31-Aug-10,0.863636364,-136.3636364,863.6363636
22,Company.39,28-Feb-11,0.771929825,-228.0701754,771.9298246
23,Company.39,31-Aug-11,1.136363636,136.3636364,1136.363636
24,Company.39,29-Feb-12,1.3,300,1300
25,Company.39,31-Aug-12,1.061538462,61.53846154,1061.538462
26,Company.39,28-Feb-13,0.826086957,-173.9130435,826.0869565
27,Company.39,31-Aug-13,1.438596491,438.5964912,1438.596491
28,Company.39,28-Feb-14,1.036585366,36.58536585,1036.585366
29,Company.39,31-Aug-14,0.952941176,-47.05882353,952.9411765
30,Company.39,28-Feb-15,0.950617284,-49.38271605,950.617284
31,Company.39,31-Aug-15,0.298701299,-701.2987013,298.7012987
32,Company.39,29-Feb-16,1.260869565,260.8695652,1260.869565
33,Company.39,31-Aug-16,3.655172414,2655.172414,3655.172414
34,Company.39,28-Feb-17,0.896226415,-103.7735849,896.2264151
35,Company.39,31-Aug-17,0.484210526,-515.7894737,484.2105263
36,Company.39,28-Feb-18,1.02173913,21.73913043,1021.73913
37,Company.39,31-Aug-18,0.978723404,-21.27659574,978.7234043
38,Company.39,28-Feb-19,2.065217391,1065.217391,2065.217391
39,Company.39,31-Aug-19,1.2,200,1200
40,Company.39,29-Feb-20,0.48245614,-517.5438596,482.4561404
41,Company.39,31-Aug-20,0.4,-600,400
42,Company.39,28-Feb-21,1.181818182,181.8181818,1181.818182
43,Company.39,31-Aug-21,1.307692308,307.6923077,1307.692308
,,,,,
1,Company.40,31-Aug-00,NA,NA,NA
2,Company.40,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.40,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.40,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.40,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.40,28-Feb-03,1,0,1000
7,Company.40,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.40,29-Feb-04,1.063291139,63.29113924,1063.291139
9,Company.40,31-Aug-04,1.071428571,71.42857143,1071.428571
10,Company.40,28-Feb-05,1.055555556,55.55555556,1055.555556
11,Company.40,31-Aug-05,1.073684211,73.68421053,1073.684211
12,Company.40,28-Feb-06,0.990196078,-9.803921569,990.1960784
13,Company.40,31-Aug-06,1.00990099,9.900990099,1009.90099
14,Company.40,28-Feb-07,1.068627451,68.62745098,1068.627451
15,Company.40,31-Aug-07,1.04587156,45.87155963,1045.87156
15,Company.40,29-Feb-08,0.98245614,-17.54385965,982.4561404
17,Company.40,31-Aug-08,1.017857143,17.85714286,1017.857143
18,Company.40,28-Feb-09,0.964912281,-35.0877193,964.9122807
19,Company.40,31-Aug-09,0.990909091,-9.090909091,990.9090909
20,Company.40,28-Feb-10,1.082568807,82.56880734,1082.568807
21,Company.40,31-Aug-10,1.042372881,42.37288136,1042.372881
22,Company.40,28-Feb-11,1.048780488,48.7804878,1048.780488
23,Company.40,31-Aug-11,1.03875969,38.75968992,1038.75969
24,Company.40,29-Feb-12,1,0,1000
25,Company.40,31-Aug-12,1.007462687,7.462686567,1007.462687
26,Company.40,28-Feb-13,1,0,1000
27,Company.40,31-Aug-13,1.044444444,44.44444444,1044.444444
28,Company.40,28-Feb-14,1.042553191,42.55319149,1042.553191
29,Company.40,31-Aug-14,1.054421769,54.42176871,1054.421769
30,Company.40,28-Feb-15,1.064516129,64.51612903,1064.516129
31,Company.40,31-Aug-15,1.012121212,12.12121212,1012.121212
32,Company.40,29-Feb-16,1.023952096,23.95209581,1023.952096
33,Company.40,31-Aug-16,1.029239766,29.23976608,1029.239766
34,Company.40,28-Feb-17,1.028409091,28.40909091,1028.409091
35,Company.40,31-Aug-17,1.011049724,11.04972376,1011.049724
36,Company.40,28-Feb-18,1.027322404,27.32240437,1027.322404
37,Company.40,31-Aug-18,1.005319149,5.319148936,1005.319149
38,Company.40,28-Feb-19,0.989417989,-10.58201058,989.4179894
39,Company.40,31-Aug-19,1,0,1000
40,Company.40,29-Feb-20,1,0,1000
41,Company.40,31-Aug-20,0.957219251,-42.78074866,957.2192513
42,Company.40,28-Feb-21,0.955307263,-44.69273743,955.3072626
43,Company.40,31-Aug-21,1.035087719,35.0877193,1035.087719
,,,,,
1,Company.41,31-Aug-00,NA,NA,NA
2,Company.41,28-Feb-01,1.016666667,16.66666667,1016.666667
3,Company.41,31-Aug-01,0.885245902,-114.7540984,885.2459016
4,Company.41,28-Feb-02,0.888888889,-111.1111111,888.8888889
5,Company.41,31-Aug-02,1.291666667,291.6666667,1291.666667
6,Company.41,28-Feb-03,0.935483871,-64.51612903,935.483871
7,Company.41,31-Aug-03,1.017241379,17.24137931,1017.241379
8,Company.41,29-Feb-04,1.220338983,220.3389831,1220.338983
9,Company.41,31-Aug-04,1.041666667,41.66666667,1041.666667
10,Company.41,28-Feb-05,1.106666667,106.6666667,1106.666667
11,Company.41,31-Aug-05,1.012048193,12.04819277,1012.048193
12,Company.41,28-Feb-06,0.821428571,-178.5714286,821.4285714
13,Company.41,31-Aug-06,1.304347826,304.3478261,1304.347826
14,Company.41,28-Feb-07,1.022222222,22.22222222,1022.222222
15,Company.41,31-Aug-07,0.902173913,-97.82608696,902.173913
15,Company.41,29-Feb-08,1.048192771,48.19277108,1048.192771
17,Company.41,31-Aug-08,0.701149425,-298.8505747,701.1494253
18,Company.41,28-Feb-09,0.62295082,-377.0491803,622.9508197
19,Company.41,31-Aug-09,0.342105263,-657.8947368,342.1052632
20,Company.41,28-Feb-10,1.538461538,538.4615385,1538.461538
21,Company.41,31-Aug-10,0.6,-400,600
22,Company.41,28-Feb-11,1.166666667,166.6666667,1166.666667
23,Company.41,31-Aug-11,2.785714286,1785.714286,2785.714286
24,Company.41,29-Feb-12,0.256410256,-743.5897436,256.4102564
25,Company.41,31-Aug-12,1.4,400,1400
26,Company.41,28-Feb-13,0.785714286,-214.2857143,785.7142857
27,Company.41,31-Aug-13,1.636363636,636.3636364,1636.363636
28,Company.41,28-Feb-14,0.833333333,-166.6666667,833.3333333
29,Company.41,31-Aug-14,1.333333333,333.3333333,1333.333333
30,Company.41,28-Feb-15,1.55,550,1550
31,Company.41,31-Aug-15,1.870967742,870.9677419,1870.967742
32,Company.41,29-Feb-16,1.344827586,344.8275862,1344.827586
33,Company.41,31-Aug-16,1.179487179,179.4871795,1179.487179
34,Company.41,28-Feb-17,1.043478261,43.47826087,1043.478261
35,Company.41,31-Aug-17,0.4375,-562.5,437.5
36,Company.41,28-Feb-18,1.071428571,71.42857143,1071.428571
37,Company.41,31-Aug-18,2.111111111,1111.111111,2111.111111
38,Company.41,28-Feb-19,1.442105263,442.1052632,1442.105263
39,Company.41,31-Aug-19,0.810218978,-189.7810219,810.2189781
40,Company.41,29-Feb-20,0.711711712,-288.2882883,711.7117117
41,Company.41,31-Aug-20,0.367088608,-632.9113924,367.0886076
42,Company.41,28-Feb-21,0.724137931,-275.862069,724.137931
43,Company.41,31-Aug-21,1.142857143,142.8571429,1142.857143
,,,,,
1,Company.42,31-Aug-00,NA,NA,NA
2,Company.42,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.42,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.42,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.42,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.42,28-Feb-03,1,0,1000
7,Company.42,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.42,29-Feb-04,1.063291139,63.29113924,1063.291139
9,Company.42,31-Aug-04,1.071428571,71.42857143,1071.428571
10,Company.42,28-Feb-05,1.055555556,55.55555556,1055.555556
11,Company.42,31-Aug-05,1.073684211,73.68421053,1073.684211
12,Company.42,28-Feb-06,0.990196078,-9.803921569,990.1960784
13,Company.42,31-Aug-06,1.00990099,9.900990099,1009.90099
14,Company.42,28-Feb-07,0.333333333,-666.6666667,333.3333333
15,Company.42,31-Aug-07,0.882352941,-117.6470588,882.3529412
15,Company.42,29-Feb-08,1.5,500,1500
17,Company.42,31-Aug-08,1.422222222,422.2222222,1422.222222
18,Company.42,28-Feb-09,1.15625,156.25,1156.25
19,Company.42,31-Aug-09,0.72972973,-270.2702703,729.7297297
20,Company.42,28-Feb-10,0.981481481,-18.51851852,981.4814815
21,Company.42,31-Aug-10,1.377358491,377.3584906,1377.358491
22,Company.42,28-Feb-11,0.589041096,-410.9589041,589.0410959
23,Company.42,31-Aug-11,0.604651163,-395.3488372,604.6511628
24,Company.42,29-Feb-12,1.461538462,461.5384615,1461.538462
25,Company.42,31-Aug-12,1.605263158,605.2631579,1605.263158
26,Company.42,28-Feb-13,0.868852459,-131.147541,868.852459
27,Company.42,31-Aug-13,1.452830189,452.8301887,1452.830189
28,Company.42,28-Feb-14,1.12987013,129.8701299,1129.87013
29,Company.42,31-Aug-14,0.75862069,-241.3793103,758.6206897
30,Company.42,28-Feb-15,1.181818182,181.8181818,1181.818182
31,Company.42,31-Aug-15,1.269230769,269.2307692,1269.230769
32,Company.42,29-Feb-16,0.767676768,-232.3232323,767.6767677
33,Company.42,31-Aug-16,1.171052632,171.0526316,1171.052632
34,Company.42,28-Feb-17,1.415730337,415.7303371,1415.730337
35,Company.42,31-Aug-17,0.912698413,-87.3015873,912.6984127
36,Company.42,28-Feb-18,1.086956522,86.95652174,1086.956522
37,Company.42,31-Aug-18,1.096,96,1096
38,Company.42,28-Feb-19,0.854014599,-145.9854015,854.0145985
39,Company.42,31-Aug-19,1.188034188,188.034188,1188.034188
40,Company.42,29-Feb-20,0.884892086,-115.1079137,884.8920863
41,Company.42,31-Aug-20,1.12195122,121.9512195,1121.95122
42,Company.42,28-Feb-21,1,0,1000
43,Company.42,31-Aug-21,1,0,1000
,,,,,
1,Company.43,31-Aug-00,NA,NA,NA
2,Company.43,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.43,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.43,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.43,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.43,28-Feb-03,1,0,1000
7,Company.43,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.43,29-Feb-04,1.063291139,63.29113924,1063.291139
9,Company.43,31-Aug-04,1.071428571,71.42857143,1071.428571
10,Company.43,28-Feb-05,1.055555556,55.55555556,1055.555556
11,Company.43,31-Aug-05,1.073684211,73.68421053,1073.684211
12,Company.43,28-Feb-06,0.990196078,-9.803921569,990.1960784
13,Company.43,31-Aug-06,1.00990099,9.900990099,1009.90099
14,Company.43,28-Feb-07,1.068627451,68.62745098,1068.627451
15,Company.43,31-Aug-07,1.04587156,45.87155963,1045.87156
15,Company.43,29-Feb-08,0.98245614,-17.54385965,982.4561404
17,Company.43,31-Aug-08,1.017857143,17.85714286,1017.857143
18,Company.43,28-Feb-09,0.964912281,-35.0877193,964.9122807
19,Company.43,31-Aug-09,0.990909091,-9.090909091,990.9090909
20,Company.43,28-Feb-10,1.082568807,82.56880734,1082.568807
21,Company.43,31-Aug-10,1.042372881,42.37288136,1042.372881
22,Company.43,28-Feb-11,1.048780488,48.7804878,1048.780488
23,Company.43,31-Aug-11,1.03875969,38.75968992,1038.75969
24,Company.43,29-Feb-12,1,0,1000
25,Company.43,31-Aug-12,1.007462687,7.462686567,1007.462687
26,Company.43,28-Feb-13,1,0,1000
27,Company.43,31-Aug-13,1.044444444,44.44444444,1044.444444
28,Company.43,28-Feb-14,1.042553191,42.55319149,1042.553191
29,Company.43,31-Aug-14,1.054421769,54.42176871,1054.421769
30,Company.43,28-Feb-15,1.064516129,64.51612903,1064.516129
31,Company.43,31-Aug-15,1.012121212,12.12121212,1012.121212
32,Company.43,29-Feb-16,1.023952096,23.95209581,1023.952096
33,Company.43,31-Aug-16,1.029239766,29.23976608,1029.239766
34,Company.43,28-Feb-17,0.755681818,-244.3181818,755.6818182
35,Company.43,31-Aug-17,0.879699248,-120.3007519,879.6992481
36,Company.43,28-Feb-18,0.709401709,-290.5982906,709.4017094
37,Company.43,31-Aug-18,0.542168675,-457.8313253,542.1686747
38,Company.43,28-Feb-19,0.488888889,-511.1111111,488.8888889
39,Company.43,31-Aug-19,2.363636364,1363.636364,2363.636364
40,Company.43,29-Feb-20,1.076923077,76.92307692,1076.923077
41,Company.43,31-Aug-20,2.25,1250,2250
42,Company.43,28-Feb-21,0.904761905,-95.23809524,904.7619048
43,Company.43,31-Aug-21,1.122807018,122.8070175,1122.807018
,,,,,
1,Company.44,31-Aug-00,NA,NA,NA
2,Company.44,28-Feb-01,1.114754098,114.7540984,1114.754098
3,Company.44,31-Aug-01,1.044117647,44.11764706,1044.117647
4,Company.44,28-Feb-02,0.943661972,-56.33802817,943.6619718
5,Company.44,31-Aug-02,0.850746269,-149.2537313,850.7462687
6,Company.44,28-Feb-03,0.929824561,-70.1754386,929.8245614
7,Company.44,31-Aug-03,1.018867925,18.86792453,1018.867925
8,Company.44,29-Feb-04,1.111111111,111.1111111,1111.111111
9,Company.44,31-Aug-04,1.3,300,1300
10,Company.44,28-Feb-05,1.038461538,38.46153846,1038.461538
11,Company.44,31-Aug-05,1.086419753,86.41975309,1086.419753
12,Company.44,28-Feb-06,0.579545455,-420.4545455,579.5454545
13,Company.44,31-Aug-06,1.588235294,588.2352941,1588.235294
14,Company.44,28-Feb-07,0.617283951,-382.7160494,617.2839506
15,Company.44,31-Aug-07,1.6,600,1600
15,Company.44,29-Feb-08,1.1125,112.5,1112.5
17,Company.44,31-Aug-08,1.112359551,112.3595506,1112.359551
18,Company.44,28-Feb-09,0.898989899,-101.010101,898.989899
19,Company.44,31-Aug-09,1.04494382,44.94382022,1044.94382
20,Company.44,28-Feb-10,1.139784946,139.7849462,1139.784946
21,Company.44,31-Aug-10,0.952830189,-47.16981132,952.8301887
22,Company.44,28-Feb-11,0.97029703,-29.7029703,970.2970297
23,Company.44,31-Aug-11,1.163265306,163.2653061,1163.265306
24,Company.44,29-Feb-12,1.026315789,26.31578947,1026.315789
25,Company.44,31-Aug-12,0.752136752,-247.8632479,752.1367521
26,Company.44,28-Feb-13,1.215909091,215.9090909,1215.909091
27,Company.44,31-Aug-13,0.598130841,-401.8691589,598.1308411
28,Company.44,28-Feb-14,0.8125,-187.5,812.5
29,Company.44,31-Aug-14,1.942307692,942.3076923,1942.307692
30,Company.44,28-Feb-15,1.099009901,99.00990099,1099.009901
31,Company.44,31-Aug-15,1.135135135,135.1351351,1135.135135
32,Company.44,29-Feb-16,0.801587302,-198.4126984,801.5873016
33,Company.44,31-Aug-16,1.089108911,89.10891089,1089.108911
34,Company.44,28-Feb-17,0.754545455,-245.4545455,754.5454545
35,Company.44,31-Aug-17,1,0,1000
36,Company.44,28-Feb-18,0.891566265,-108.4337349,891.5662651
37,Company.44,31-Aug-18,1,0,1000
38,Company.44,28-Feb-19,0.648648649,-351.3513514,648.6486486
39,Company.44,31-Aug-19,1.291666667,291.6666667,1291.666667
40,Company.44,29-Feb-20,0.790322581,-209.6774194,790.3225806
41,Company.44,31-Aug-20,0.897959184,-102.0408163,897.9591837
42,Company.44,28-Feb-21,1.045454545,45.45454545,1045.454545
43,Company.44,31-Aug-21,0.956521739,-43.47826087,956.5217391
,,,,,
1,Company.45,31-Aug-00,NA,NA,NA
2,Company.45,28-Feb-01,1.325,325,1325
3,Company.45,31-Aug-01,0.471698113,-528.3018868,471.6981132
4,Company.45,28-Feb-02,0.6,-400,600
5,Company.45,31-Aug-02,1.866666667,866.6666667,1866.666667
6,Company.45,28-Feb-03,1.035714286,35.71428571,1035.714286
7,Company.45,31-Aug-03,0.620689655,-379.3103448,620.6896552
8,Company.45,29-Feb-04,3.944444444,2944.444444,3944.444444
9,Company.45,31-Aug-04,1,0,1000
10,Company.45,28-Feb-05,0.521126761,-478.8732394,521.1267606
11,Company.45,31-Aug-05,1.189189189,189.1891892,1189.189189
12,Company.45,28-Feb-06,2.068181818,1068.181818,2068.181818
13,Company.45,31-Aug-06,1.087912088,87.91208791,1087.912088
14,Company.45,28-Feb-07,0.464646465,-535.3535354,464.6464646
15,Company.45,31-Aug-07,0.847826087,-152.173913,847.826087
15,Company.45,29-Feb-08,1.564102564,564.1025641,1564.102564
17,Company.45,31-Aug-08,0.68852459,-311.4754098,688.5245902
18,Company.45,28-Feb-09,0.619047619,-380.952381,619.047619
19,Company.45,31-Aug-09,4.076923077,3076.923077,4076.923077
20,Company.45,28-Feb-10,1.08490566,84.90566038,1084.90566
21,Company.45,31-Aug-10,0.739130435,-260.8695652,739.1304348
22,Company.45,28-Feb-11,0.635294118,-364.7058824,635.2941176
23,Company.45,31-Aug-11,2.166666667,1166.666667,2166.666667
24,Company.45,29-Feb-12,0.905982906,-94.01709402,905.982906
25,Company.45,31-Aug-12,0.452830189,-547.1698113,452.8301887
26,Company.45,28-Feb-13,0.5625,-437.5,562.5
27,Company.45,31-Aug-13,1.37037037,370.3703704,1370.37037
28,Company.45,28-Feb-14,0.837837838,-162.1621622,837.8378378
29,Company.45,31-Aug-14,1.064516129,64.51612903,1064.516129
30,Company.45,28-Feb-15,2.606060606,1606.060606,2606.060606
31,Company.45,31-Aug-15,0.802325581,-197.6744186,802.3255814
32,Company.45,29-Feb-16,0.971014493,-28.98550725,971.0144928
33,Company.45,31-Aug-16,1.492537313,492.5373134,1492.537313
34,Company.45,28-Feb-17,1.59,590,1590
35,Company.45,31-Aug-17,1.037735849,37.73584906,1037.735849
36,Company.45,28-Feb-18,1.054545455,54.54545455,1054.545455
37,Company.45,31-Aug-18,0.902298851,-97.70114943,902.2988506
38,Company.45,28-Feb-19,0.936305732,-63.69426752,936.3057325
39,Company.45,31-Aug-19,1.217687075,217.6870748,1217.687075
40,Company.45,29-Feb-20,0.921787709,-78.2122905,921.7877095
41,Company.45,31-Aug-20,0.666666667,-333.3333333,666.6666667
42,Company.45,28-Feb-21,1.518181818,518.1818182,1518.181818
43,Company.45,31-Aug-21,1.011976048,11.9760479,1011.976048
,,,,,
1,Company.46,31-Aug-00,NA,NA,NA
2,Company.46,28-Feb-01,1.076923077,76.92307692,1076.923077
3,Company.46,31-Aug-01,1.057142857,57.14285714,1057.142857
4,Company.46,28-Feb-02,1.013513514,13.51351351,1013.513514
5,Company.46,31-Aug-02,0.973333333,-26.66666667,973.3333333
6,Company.46,28-Feb-03,1,0,1000
7,Company.46,31-Aug-03,1.082191781,82.19178082,1082.191781
8,Company.46,29-Feb-04,1.063291139,63.29113924,1063.291139
9,Company.46,31-Aug-04,1.071428571,71.42857143,1071.428571
10,Company.46,28-Feb-05,1.055555556,55.55555556,1055.555556
11,Company.46,31-Aug-05,1.073684211,73.68421053,1073.684211
12,Company.46,28-Feb-06,0.990196078,-9.803921569,990.1960784
13,Company.46,31-Aug-06,1.00990099,9.900990099,1009.90099
14,Company.46,28-Feb-07,1.068627451,68.62745098,1068.627451
15,Company.46,31-Aug-07,1.04587156,45.87155963,1045.87156
15,Company.46,29-Feb-08,0.98245614,-17.54385965,982.4561404
17,Company.46,31-Aug-08,1.017857143,17.85714286,1017.857143
